,date,body
20,"January 23, 2020","  I feel completely burned out. I telecommute full time for an employer several hours away. The job has become untenable — I have multiple projects with no time or budget to do them justice. And I can’t muster enough enthusiasm to apply for a new job.WpGet the full experience.Choose your planArrowRightMy father recently died. With what he left me, I could take a lower-paying job or even stop working for a while and make up the difference with my inheritance. Is it completely taboo to quit one's job before looking for another one? I could explain time off as needing time to settle my father's affairs. I'm 55 and female, so I don't want to sabotage my job prospects. What is your opinion? Karla: Unlike seasonal burnout, which often responds to quality time off,  your chronic burnout seems to call for bigger changes. But mid-burnout is precisely when you shouldn’t impulsively decide to quit — not because it’s taboo, but because it’s impractical. As you alluded, the further along in your career you are when you step off the hamster wheel — even for legitimate reasons like illness or bereavement — the harder it becomes to climb back on. And once your inheritance runs out, what then?   You do need a break. But rather than cut yourself completely adrift, why not see if you can buy yourself some time off from your job — using banked PTO or unpaid leave padded with some of your inheritance — to think about how your inheritance might remove the obstacles or mitigate the obligations driving you toward burnout? For example, could it help you:— move— fund regular, restorative trips— afford training to update your skills or explore new interests— eliminate your mortgage or other financial burden— pay for career counseling?In the end, quitting your job may be the only solution. But at least you will have reached that conclusion through deliberation rather than desperation, with a map in hand.Read Karla's advice on workplace dramas and traumas  I was let go from a project management job. I was unhappy and burned out in that role. I accept responsibility for my poor performance. I have a solid work history otherwise. During my previous years with this same company I excelled on a project team. I understand that I am not a queen bee and am better suited as a worker bee.   I am overwrought with anxiety at interviews. When asked why I left, I choke. When I mention a mutual parting of ways, the interviewer starts digging. Is there an appropriate way to address my termination? Karla: This is why it’s crucial to recognize and address burnout before it drags you down. And now you need to do the same with your anxiety.“It wasn’t a good fit” should suffice — but you still have to be prepared for follow-up questions without sounding like you’re making excuses. “I’m better suited as a worker bee” seems humble and straightforward — but it’s a little too humble, verging on a cop-out.You were burned out and underperforming. Why? Was it a lack of experience or failure to seek guidance on your part? A failure of leadership on your employer’s? Internal or external obstacles that only a seasoned manager might have dodged? Was the job completely at odds with your skills and strengths?A sympathetic former manager may be willing to help you perform a postmortem and create a narrative that shifts focus from what didn’t work out in the past to what would in the future: “It wasn’t a good fit; my best contributions have come from roles that made use of my XYZ skills, which is why your advertised position interests me.”"
21,"January 30, 2020","Reader: Five years ago, I reconnected with a fellow graduate through an online dating site. He complained nonstop about his then-job. I didn’t see a romantic spark, but invited him to stay in touch because there might be an opening for him at my federal workplace. About a year later, he was hired after I sang his praises to the hiring panel. We used to spend a lot of time together, hitting the gym after work and being each other’s confidants.WpGet the full experience.Choose your planArrowRightHe said some things after he was hired that suggested he was disappointed I didn’t choose to date him. I was the last to hear when he got engaged.Now our supervisor is retiring, creating a promotion opportunity that I've been waiting on for a decade. My co-worker has been acting weird since the announcement, launching into soapbox speeches of changes he wants. I changed my gym hours because hanging out with him has become unbearable.   I’ve learned he is also applying for the promotion. I saw it coming, and I know he must have felt too awkward to tell me himself, but I hate that I heard it from someone else. At the gym, we used to discuss the future of our department, always under the understanding that I was the logical choice for supervisor. He used to ask a lot of questions about what I would change. Now I feel like I can’t trust him. Any advice?Karla L. Miller offers weekly advice on workplace dramas and traumas. You can send her questions at work.advice.wapo@gmail.com.Karla: I included your short-lived dating history not just because it makes a nifty Valentine’s Day hook, but also because it offers context about how you two communicate (or don’t) and what you can expect from him going forward.Your history indicates he’s happy to receive the information and favors you willingly supply, but keeps his own cards close to his vest. Despite all the time you’ve spent together, much of what you know about him seems to be based in inferences, assumptions and hearsay. Maybe he’s just reserved in general, but I think you have to consider that there may be a strategic purpose to his reticence — i.e., while you thought you had a bridge partner, he’s been playing poker.   For example, complaining about his job won your sympathy and got you to open doors for him; telling you about his engagement would have generated no similar benefit. And if he knew he was interested in the promotion even as he was encouraging you to spill your ideas, then he was treating you as a competitor while you were treating him as a confidant.Of course, just because you recruited him doesn’t mean he should automatically step back and “let” you have the promotion. And you don’t indicate what makes you the “logical” successor besides seniority and patience. Finally, your cutting off communication makes his failure to give you a heads-up about his plans into a chicken-or-egg situation.But what’s done is done. Now the question becomes how you will deal with whatever decision is eventually announced. One or the other of you is bound to be disappointed, perhaps bitterly, at the hand you’re dealt.   Whether through skills or schmooze appeal, if he gets promoted, will you be able to respect his position?And if you are the one promoted, history suggests he’ll withdraw and make comments to indicate his disappointment at not being chosen. Can you trust him at your table?Before the announcement, you can make one last attempt to lay your cards on the table and invite him to do the same: “I know both of us applying for the supervisor’s job makes things kind of awkward. Whatever happens, I hope we can agree to have each other’s back.” In the meantime, work on your poker face.Read more:When the boss ‘hears’ men in the office — but not womenA reading list for millennial women as they launch their careers"
22,"February 6, 2020","Reader: It recently became obvious that a co-worker was spending two to four hours out of each day texting and shopping online using the company computer and her personal cellphone. At the same time, management told me to “lean in” to help another co-worker with an increased workload. I asked if Shopping Co-Worker might be a better choice based on time availability, to which I was told that supporting Swamped Co-Worker was part of my job. WpGet the full experience.Choose your planArrowRightWhen I brought up that Shopping Co-Worker was spending a lot of time not working, I was told it was none of my business; I should focus on my job. It’s increasingly frustrating that my work is suffering based on my additional load while Shopping Co-Worker checks Facebook, browses potential clothing and car purchases, reads texts, etc. At what point is a co-worker stealing wages “none of my business” — if ever — and how do you put on a résumé that you’re seeking another job because management seems too dim to understand how theft of wages affects morale?Three questions to ask when you feel resentful towards a co-workerKarla: Not to be a simpering semanticist, but if management is content to pay your colleague to convert surplus oxygen to CO2, then she can hardly be accused of stealing her own wages. There’s a distinct difference between cadging from the cash drawer and putting in what an onlooker deems to be a subpar level of effort.   But I take your point. It does destroy morale when workers are being asked to shoulder an unfair portion of the workload while they can see colleagues slack-a-lackin’. And if you suspect this unequal distribution of duty systemically burdens workers of a specific gender, race, age group, etc., that’s a matter for HR or even a lawyer.But since you’ve raised your concerns and been advised to drop the matter, that’s precisely what I recommend you do. If it helps, you can tell yourself (and only yourself) a story about why the not-so-secret shopper is being allowed to get away with it. Maybe she’s unwell. Maybe she completes work in microbursts when you’re not watching. Maybe she’s so incompetent that assigning her tasks creates more work for everyone else. Maybe she’s paddling harder than is visible on the surface. Maybe management is building the case to declare her redundant. Whether she’s a charity case or a leech, none of those scenarios requires further intervention from you. And the more you lean over into someone else’s business, the more unbalanced you become.Tell us how you handle lazy co-workers.What is your business, and where you need to center your focus, is your own performance and compensation. If your increased workload is dragging you down, ask your manager to help you prioritize. State the problem without presuming to prescribe the solution.   Train your powers of observation on tracking your own progress. Update your manager and Swamped Co-Worker frequently — via email, so it’s in writing — on what you’ve completed. That record may be useful in making a case for more money come review time, or it may help you assemble a portfolio of accomplishments when the time comes to look elsewhere.Speaking of which: If you decide to explore sunnier prospects, don’t bring shade with you. Trashing the dimwits who treated you unfairly, however justified it seems, only tells prospective employers that you may say the same of them one day.WpRequest for Reader SubmissionHow to handle co-workers who don't do their fair shareNobody wants to be a work cop -- but when co-workers don't do their fair share, the burden can fall on their colleagues. We're interested in hearing from you about how you handle these kind of workplace situations.Tell the PostRead our full submission guidelines hereRead more:What not to share in a job interviewEmployee’s texting and giggling during training is rude, and a waste of instructional money"
23,"February 12, 2020","Reader: I work for a large health-care organization in a rural area. I do not work in direct patient care, but manage a health-information department in a building off-site. In 2015 I had a significant reaction to a mandatory influenza vaccine and was ill for two months. My primary care provider, an orthopedic joint specialist, and a rheumatologist all recommended I no longer receive an influenza vaccine. My employer exempted me from getting the vaccine for three years, no questions asked. I just had to wear a mask while working. WpGet the full experience.Choose your planArrowRightLast year, my employer said I had to see their in-house allergy and immunology specialist, who denied me the exemption. I saw another allergy and immunology specialist in a large metropolitan city, who said I definitely should not get the influenza vaccine, ever. At that point my choices were to risk getting the influenza vaccine, or resign my job of 30 years. The specialist I saw in the city is also an attorney, and he thought what they were doing was illegal. What is your take on this? I feel the risks outweigh any benefits given the low efficacy rates of the influenza vaccine.Get a grip America. The flu is a much bigger threat than coronavirus for now.Karla: Like wearing a hazmat suit to the office, your last sentence is overkill. By bringing up efficacy, you’re inviting debate over whether flu vaccines are generally beneficial, which experts generally agree they are.   So let’s back up and home in on your relevant facts: Multiple medical professionals have recommended you avoid vaccination because of your medical history. Also, you’ve established a precedent with your employer for being able to safely perform your job with reasonable accommodations.Under the Americans With Disabilities Act, employers must accommodate qualified employees with disabilities that prevent them from getting vaccinated, unless that accommodation creates an undue hardship for the employer, according to Amy Epstein Gluck, an employment attorney at FisherBroyles. There may be room for debate over what constitutes “disabilities” and “undue hardship,” but if letting you work in a mask wasn’t a hardship for your employer in the past few years, why should it be now?Epstein Gluck recommends asking your specialist for “thorough documentation of the medical need for the exemption” and then presenting that information to your employer to make your case for reasonable accommodations.   The ADA doesn’t prevent an employer from requiring employees to see a medical provider of its choice, but as Epstein Gluck notes, the Equal Employment Opportunity Commission cautions against the employer relying solely on that medical provider’s opinion when it’s contradicted by the employee’s health-care provider.Considering your history and your doctor’s support, your employer should be willing to consider flu-prevention options besides submitting or quitting. If not, you might want to consult one more specialist: an employment attorney.Pro tip: Even in a pandemic, EEOC guidelines recommend that employers subject to the ADA encourage, not require, employees to get the flu vaccine.Karla L. Miller offers weekly advice on workplace dramas and traumas. You can send her questions at work.advice.wapo@gmail.com. Read more:Work Advice: Flu fears at the cosmetics counter Work Advice: Can I require unvaccinated employees to wear masks and gloves during flu season?"
24,"February 20, 2020","A recent column on lazy co-workers struck a chord with workers and managers alike. (Responses edited for length and clarity.)Personal business on business timeWpGet the full experience.Choose your planArrowRightSome [personal] tasks are time sensitive. Calling a doctor’s office to make an appointment has to be done during business hours. You may need to make reservations as soon as you find out that you must travel. If evening plans suddenly go sideways, you may need to make alternative plans. These tasks can be completed in roughly the same amount of time it would take to get a cup of coffee. — Anonymous, no location givenI had no qualms about doing personal things at work, because I’d get out of bed at 2 a.m. when I was inspired to write code. My products were always on time, under budget, and accepted as delivered. — Anonymous, former software developer, Alexandria, Va.   Managers weigh inIf you have time to worry about what other people are doing, you must not be busy enough. — Gray Grantham Jr., online commenterIt can be extremely frustrating to have other employees constantly pointing out others’ bad behavior. You can’t indicate you’re aware of the situation and things are under control. All you can say is, “Thank you for your input.” — MDENGL, online commenterWhen I was the boss, we had defined outputs and responsibilities, but I also monitored quality through personal observation and site visits, as well as client surveys. I got to know my employees as individuals. My expectations were clear. I had to have everything properly documented. I also dealt with problems quickly. — Anonymous, TexasStory continues below  “Lazy” colleagues weigh inMy work is 95 percent cerebral. Some part of it is always being “worked on” in my head. My deliverables are a few spreadsheets, the occasional PowerPoint and verbal advice. If people watched me working, they’d all wonder how I get paid for seemingly “doing nothing.” — Coaxial Tasco, online commenterAdvertisementI asked if I could help on projects, take up other work, research, test. But I was told that what I was there to prevent was too important to allow me to do anything that would keep me from jumping in with both feet if it happened. The unpreventable happened one time in six months and took three hours to handle. I didn't stay there long. — mtkaLiz, online commenterStory continues below  A junior colleague confessed to wondering what exactly I did all day, until an opportunity to fill my shoes revealed my hitherto invisible workload: responding to emails, chasing down answers, troubleshooting and otherwise buffering my team from focus-sapping tasks and outside requests. — KarlaWork Advice: My co-workers resent me because I'm a motherComeuppance for a lazy co-workerEvery time I walked by our auditor’s desk, he was on the Internet. It bothered me because some of my work required his approval. And I couldn’t get it because he was “too busy.” So I finally complained to management. He was investigated, and it turned out he was teaching online classes as a second job and using his time at work to review papers, respond to students, etc. — sewgal, online commenterWork Advice: When co-workers leave you to pick up the slackWhy MYOB is sometimes the best policy   A guy I work with was taking naps in a closet at work, and a few other workers decided to out him to their manager. Turns out, the guy was staying with his wife in the hospital at night (and doing work there while she slept). The manager was aware of this, but because other workers made such a big deal of exposing the guy, the manager had no choice but to publicly shame the shamers. — RP Reader, online commenter"
25,"February 27, 2020","Reader: I teach part time for a nonprofit art center. Our educational supervisor has strongly recommended that we begin each new class by stating our own personal pronouns, and then having students state theirs. WpGet the full experience.Choose your planArrowRightI find this intrusive, so I simply told my class that if anyone is uncomfortable with the pronouns I am using for them — or anything else about the class — they can email or tell me in private. This went over like a lead balloon. Blank stares, eye rolls, and a few “You-have-got-to-be-kidding-me’s.” I checked with other teachers, who told me they just ignored the request.In a recent staff meeting, when the supervisor asked how it was going, I spoke up honestly but kindly. That also went over like a lead balloon. The supervisor got flustered and said she thought it was important that everyone feel comfortable. When I mentioned that it had the opposite effect in my classes, she said it was up to us to educate students about gender fluidity and trans awareness. I disagree. That is not part of our mission statement.   In my decades of teaching art in different situations, I have a reputation for welcoming everyone. One transgender student told me mine was the most welcoming class they had ever taken.I don’t depend on this job for a paycheck. Quitting is an option. What would you recommend?Karla: Why would you quit? Your supervisor’s priorities seem to align with what you say is your reputation for making everyone feel respected and welcome. In social, academic and professional settings, offering one’s personal pronouns — he/him, she/her, they/them, ze/zir — is an increasingly common way to do that. It indicates awareness that not everyone is comfortable having society assign them to a pink or a blue box.Story continues below  Unfortunately, your supervisor’s efforts seem to be having the opposite effect — not just for  people who didn’t expect their color theory lessons to include discussion on the gender spectrum, but also for people who aren’t ready to “out” themselves to strangers. And instructors whose discomfort or insincerity shows through during the exercise could cause more harm than good.A grammar nerd gently dismantles those arguments for rejecting the new 'they'Nor do I endorse barging ahead with your own assumptions and putting the onus on students to set you straight; how many of us balk at correcting others, especially those in authority, who call us by the wrong name? Better to offer your own pronouns and leave it to students whether they want to follow suit.   Not that I have any easy answers. I myself resisted the singular “they” for years until I realized it was not about grammar, but about making a respectful statement in an imperfect, inadequate tongue.Still, is it not the purpose of art to challenge default thinking? For that matter, why put non-binary people or gender nonconformists on the spot when each aspect of human identity — race, ability, sexuality, happiness, health — exists on a spectrum?Surely someone with decades of experience creating welcoming environments can come up with creative exercises and assignments to incorporate inclusion into a curriculum. And instead of bucking or butting heads with your supervisor, maybe you could start a dialogue with her on other ways to accomplish that.Story continues below  Of course, you may encounter pushback from anyone primed to see a political agenda in every gesture of inclusion. But the more plentiful the eye-rolls and grumbling, the greater the odds that someone in the silent minority needs to hear, “All are welcome here.”Pro tip: The Human Rights Campaign offers recommendations on how workplaces and other organizations can incorporate LGBTQ-inclusive concepts and practices, starting with the hiring process.  Read more:Achieving potty parity with a transgender co-worker Barbara’s back — and wants to use the women’s locker room"
26,"March 5, 2020","Reader: After completing grad school and realizing academia was not for me, I took a remote job that was described as fast-paced and results-oriented and that requires postgraduate-level education. The benefits and remote status were enticing, although the pay was below the median. I thrived under intense pressure in grad school, so I was up for the challenge.WpGet the full experience.Choose your planArrowRightI’m expected to complete intellectually challenging projects designed to take seven hours per day, plus an hour of administrative tasks. We all have deadlines, but the work can’t be rushed or it won’t meet quality targets, which the company tracks. I typically work from 8:30 a.m. until 7:30 p.m. and often later. Eight months in, I’m always sick, consumed with anxiety, and I’ve never been more tired. Co-workers have admitted to crying or falling asleep at their desks. Turnover is high, but you don’t hear about it; you just realize you haven’t seen someone online for a while and then notice that they’ve been wiped from all interfaces.    Many employees are parents who work seven days a week but fewer hours per day so they can be with their kids. The company has won awards for being “family friendly” and talks a big game about its focus on wellness.Is this normal? Did grad school give me a false sense that I knew the true meaning of hard work?Karla: Let’s start by unpacking “the true meaning of hard work.” It’s an overblown concept that’s due for deflating.Anything that takes effort is work. Depending on your skills, situation and natural inclination, some work is going to feel more like hard work than other kinds. Some runners excel at sprints; others excel at distance. Would you say one works harder than the other at running?Story continues below  Grad school. Construction. Waiting tables. Fighting fires. Data entry. Child care. Performing. Teaching. Learning. It’s all hard work, even if you’re suited to it.AdvertisementEvery job is hard at first. It takes time to adapt to its routines and rhythms, learning when to put in maximum effort or conserve resources. Human minds and bodies are designed to find that balance and settle into a sustainable groove. If you’re constantly spinning your wheels without finding your groove, something is out of alignment.The effort-to-reward ratio matters. Parents going through little-kid boot camp may welcome the trade-offs of a job with no commute and no set hours. However hard the core job is, flexibility keeps it from being significantly harder than everything else they’re doing. Child-free workers, by contrast, may not find that trade-off rewarding.Story continues below  To your questions: After nearly a year, you’re still struggling to hit your stride in this job, and it’s taking more out of you than you’re taking from it. Does that mean you can’t hack a little hard work?AdvertisementUnder any productivity model, regular 11-hour days of intense concentration are simply unsustainable, even if you spend  them in your pajamas or spread them over your weekend. Your weeping, exhausted colleagues indicate you’re far from the exception. Either management is unaware of how out of sync the work is with its wellness goals, or the churn-and-burn business model is by design.In overworked Japan, Microsoft tested a four-day workweek. Productivity soared.My take: If Upton Sinclair wrote science fiction, your workplace sounds like something he’d have come up with: a brain-powered assembly line designed for maximum efficiency and uniform quality, with minimum human interaction, where those who can’t keep up drop out and are replaced like stripped screws. The family-friendly awards and pro-wellness party line add the perfect dystopian twist.Run your own race, seek your groove, weigh your rewards. If you’ve given it the old grad-school try, there’s no shame in declaring, as you did of academia, that it’s simply not for you.Read more:Work Advice: I thought my hours would be 8 to 5 ... Work Advice: Making the most of your first post-grad job, even one below your skill level"
27,"March 12, 2020","Reader: Four months ago, we hired a new secretary. I am her supervisor and she sits outside my office. I have a glass wall so I see her all day. She is young and capable and likes to work, but she is moody. Little things make her pout at her desk. She becomes sullen. She walks around with a face of unhappiness. Early in her probationary period, I brought it up with her, and she said she was just hard on herself.WpGet the full experience.Choose your planArrowRightI don’t want to work in an environment where I don’t know what mood I’m walking into each day. It is making me tense and anxious. I don’t know what to say because often I have no idea why she is unhappy. She is past her probationary period and is in a union, so I can’t let her go. How do you tell an employee to grow up?Karla: You say yourself that you “have no idea why she’s unhappy.” To that I would add: “Or if.”   Just for fun, use your smartphone or your laptop webcam to snap a selfie right now, without changing your expression. Set alarms to remind you to keep doing this throughout your workday. Chances are, you look like you’re angry or annoyed  when you’re really just sleepy, on a conference call or focusing on work. And unless “presenting a cheery and pleasing facade” is in your job description, you probably wouldn’t want your bosses judging your performance on that basis.You also say she’s “capable and likes to work.” If that’s true, then her scowl could be due to performance anxiety. I have known enough sensitive, self-critical people who have been told they look “mean” that I think we all could use a reminder about books and covers.Finally, make sure you’re not indulging some unconscious bias about what young female colleagues are supposed to look like. Do slack-faced men in your office undergo the same scrutiny?Scientists have discovered the source of resting bitch faceAll that said, on some level, personality is part of performance. And it’s on you, as her boss, to help her improve that performance.   If she’s rude to colleagues, verbally or through huffing/eye rolls/passive-aggressive foot-dragging, that merits a conversation.If her job involves creating a welcoming and hospitable space, but she’s falling short, you could say: “You’re the first impression our clients receive when they come to our office. We need you to make an extra effort to make them feel welcome.”And if she confirms that her dour demeanor is due to critiques and corrections: “Everyone needs to make improvements, and no one enjoys hearing it. But if you take it this hard and beat yourself up whenever someone says something, people will avoid talking to you about things that need improving. That could hold you back, and you’ll never know why.” Of course, that kind of frank feedback goes down better when it’s periodically supplemented with praise for the things she gets right.   But suppose she is a perpetual pouty-puss, radiating bad vibes like a malfunctioning microwave oven. People like that exist, and they are exhausting to be around.If all else fails, a layer of consistent neutrality — or even cheer — is a powerful pout repellent. Expressing concern — “Is everything all right? You seem out of sorts” — can gently alert someone that their face has gone rogue.Bonus: If something really is bothering her, and she trusts you, you may learn something important. Or if not, and if you’re anything like me, the subversive glee of knowing you’re irritating the heck out of her can be its own reward.Read more:Work Advice: When co-workers find you difficult and label you a derogatory nameWork Advice: Her face is holding her back, but not in the way you might think"
28,"March 19, 2020","A couple of pre-coronavirus-pandemic queries to remind us what office life was like in the not-too-distant past. — Karla  My younger co-worker, “Richard,” is extremely difficult to work near. My office and his share a wall, and his behaviors are audible and disturbing.WpGet the full experience.Choose your planArrowRightRichard often talks loudly to himself using various voices. Abrupt shrieking or Joker-style laughter erupts from his office. He has some kind of stomach issue and often belches loudly. There’s more, but you get the idea. Our manager constantly talks to him about keeping the noise down. It only lasts a couple of hours. Recently, most of our team moved upstairs for a temporary project. Richard and I remained. With the manager upstairs, Richard is noisier than ever.Story continues below  I've asked if I can move, but our managers don’t want Richard left alone.AdvertisementI know he can’t help some of this; colleagues with knowledge about autism think he’s on the spectrum. But I’ve been stuck with the worst of it for more than two years, because I’m the oldest on the team by about 20 years and presumably more patient and mature (this has been verbalized to me). Any advice?Karla: If Richard’s outbursts are because of neurodiverse wiring, it’s great that your managers are supportive. But making him your problem is not the answer, especially if they’re basing that decision on assumptions about you as an older worker. Imagine fobbing him off on a female colleague because “women are naturally more tolerant and nurturing.”Story continues below  But you don’t need a diagnosis to know that he’s disrupting your ability to do your job. If you haven’t yet, you need to make that exact point to your managers. If he can’t be left alone, press for specifics on what your presence is supposed to accomplish. Are you supposed to monitor him? Do you have the authority to talk to him as your manager does?Work Advice: How has your work changed because of the coronavirus outbreak?Are they concerned his behavior will escalate, and they need you there to intervene if it does? That might seem overblown, but raising these questions might drive home just how much of an imposition they’re laying on you. And if riding herd on Richard is now part of your job, that change needs to be formalized.AdvertisementIf they agree you shouldn’t be his keeper, remind them you still need a buffer against his behavior: relocating, telecommuting or sound-canceling headphones. You might as well go ahead and get the headphones now, while anyone who might object is sitting upstairs.Story continues below    I work in a small office (fewer than 20 people). Another professional in the office is constantly making noise. He sniffs, he snorts, he burps, he groans. Sometimes he says, “Excuse me,” but I’m not sure he is even aware of how noisy he is. Group meetings are a trial. I try to sit as far as possible from him, but I find all his sound effects nauseating. If I say anything to our boss, am I just going to look petty?Karla: Even if you complain to the boss, it’s not certain that the office Jabberwocky will or can self-regulate his whiffling and burbling, whether because of respiratory or gastric conditions, neurological tics or simply an upbringing among warthogs.AdvertisementBut unlike Reader 1, you needn’t even identify the disruptive person to justify creating a distraction-free zone for yourself with, for example, noise-canceling headphones. If your boss asks, you could say: “I really need these to help me focus on work.”Story continues below  Being exposed to his cacophony in meetings, I’m sorry to say, is probably unavoidable under ordinary conditions. But to tie this back to the present situation: Once the worst of the coronavirus pandemic has passed, weeks of social distancing may leave managers with less appetite for in-person meetings than they once had — and less tolerance for disruptive people.Read more:Work advice: Coughing co-workers are driving me crazy Work advice: Oh no! It’s that chatty co-worker "
29,"March 26, 2020","Reader: Our employer is allowing a fixed number of employees to work from home during the coronavirus pandemic. To be granted the “work from home” exception, employees must submit medical information proving that they have an underlying condition that would place them in a “higher risk of death” category. Based on information submitted, the company executives will then decide which employees will be allowed to work from home. WpGet the full experience.Choose your planArrowRightIs this even legal? I thought employers were not allowed to ask medical questions.Karla: Yes, under the Americans With Disabilities Act, employers may ask for medical documentation to support a request for reasonable accommodations such as working from home.Story continues below  But now, in jobs where remote work is possible, working from home should be the rule, not the exception. This isn’t about accommodation — it’s about saving lives.AdvertisementBy the time your question hit my inbox, the covid-19 disease outbreak had been officially declared a pandemic by the World Health Organization and a national emergency by the United States.One by one, states and cities are ordering nonessential businesses to close and residents to stay home and limit in-person contact to avoid becoming carriers of the novel coronavirus. So I sincerely hope that by the time this column runs, your employer has recognized the enormity of what our nation is facing and changed its course. If not, here are a few reasons your employer’s approach is a bad idea:Story continues below  First, health-care providers are swamped responding to the pandemic, which is why the Centers for Disease Control and Prevention currently recommends that employers not demand notes from doctors to confirm illness or fitness for work.AdvertisementSecond, it’s not just high-risk employees who need protection. Employees who are not personally in a high-risk category may have family members at home who are.Finally and most important: The longer your employer dithers, the more employees and members of the public that it puts at risk. If those arguments aren’t persuasive enough, employment law partner Amy Epstein Gluck at FisherBroyles offers legal considerations:Story continues below  In addition to the ADA’S “reasonable accommodations” provisions, the Occupational Safety and Health Administration protects “employees who reasonably believe they are in imminent danger” if they come to the workplace.Employees can’t legally be fired if they qualify to take unpaid leave under the federal Family and Medical Leave Act to recover or care for family members. What’s more, those rights were recently enhanced by the newly enacted federal Families First Coronavirus Response Act, which requires many employers to provide additional paid sick and family leave and broadens access to family leave.AdvertisementBut legal liability is kind of beside the point. Employers shouldn’t be worrying about how to legally get the most bang for their buck out of jittery employees. They should be focused on minimizing the strain on public resources and keeping their workers and workplaces as safe as possible.Story continues below  Many employers have done just that, closing or altering their business operations while pledging paid leave and embracing telecommuting.Others are giving the bare legal minimum required by law, following inconsistent rules on granting paid leave, or keeping operations running despite shelter-in-place mandates, or refusing to let employees work remotely.A lot of “good guy”/”bad guy” narratives are emerging, and the ratio of concern for people over profits will largely determine which side of the public-perception-divide those employers end up on.AdvertisementOf course, your employer may have reasons for being conservative in granting remote work. Maybe a crucial portion of its services must be performed on site to keep up with increased demand. But that’s all the more reason to allow everyone who can to work remotely — to keep the workplace as safe as possible for those who have to be there.Read more:Working from home: Telecommuting parents, tell us how you are juggling kid responsibilities and paid work."
30,"April 2, 2020","As I noted last week, a lot of “good guy/bad guy” narratives are emerging about how employers are treating employees during the coronavirus pandemic. Here are a couple of first-person accounts I’ve received:WpGet the full experience.Choose your planArrowRight  I’m working at a dispensary. My boss has us doing curbside orders. He doesn’t want to shut down; he still has bills to pay. He says if we want to leave, then we can, but he can’t guarantee we will still have our jobs. What should I do? I have a child.Need cash now? Michelle Singletary offers tips on meeting urgent financial needs  Our state’s governor recently issued a stay-at-home order and has restricted operation of nonessential businesses. My friend’s job requires him to enter homes, some belonging to hoarders, and clear out trash and junk. He is concerned about potentially being exposed to covid-19 or carrying it to his family. Story continues below  The business is not essential under the governor’s order, but the owner said he would allow his workers to “volunteer” to continue working. Those who refuse are not being paid. What’s more, because they are not being furloughed or let go, they can’t apply for unemployment relief. Tips for employers: What is an “essential business”?Karla: Earn a living, or protect you and yours? It’s not as simple as finding another job; unless you can do remote work, most current hiring is happening in delivery and health care, where risk of exposure to the virus is high.  And with record numbers of people newly out of work, competition is stiffer than ever.AdvertisementFortunately, some new federal laws enacted in response to the pandemic may help make those choices easier for employees and employers.Story continues below  The Families First Coronavirus Response Act requires businesses with fewer than 500 employees to provide paid sick leave and paid family leave to workers affected by the novel coronavirus pandemic, such as parents of kids whose school or care options are unavailable. But there are loopholes; an employer with fewer than 50 employees might not have to grant paid leave if it can show that its business would be jeopardized by doing so.The Coronavirus Aid, Relief, and Economic Security (CARES) Act has “supercharged” unemployment benefits, according to Declan Leonard, business law partner with Berenzweig Leonard. The CARES Act adds $600 to weekly unemployment checks and expands unemployment to cover more workers. It also includes tax benefits and other support to make layoffs a more palatable option for employers.Some states are adjusting unemployment requirements in response to the pandemic as well; call your state’s employment agency or visit its website for more information and to apply.And if you’re not being paid, or even if your employer refuses to officially lay off or furlough you, Leonard recommends that you still try to apply for benefits. “Where filing for unemployment has historically been a last resort, I now think it should be a first resort for employers and employees alike,” he says.Finally, employers that want to stay open and support employees might consider a small-business loan under the CARES Act’s Paycheck Protection Program. If used for qualified purposes, such as covering payroll and benefits, the loan may be converted to a grant and forgiven. For that reason, Leonard encourages employers to take advantage of the loan program now so they’re ready to resume operations once the current crisis has eased: “The government’s coming in here to give you a lifeline so you can live to fight another day,"" he said.Read more:Older retail workers say they’re worried about their health, but need money Stimulus bill offers relief for retirees"
