,date,body
10,2019-09-5,"  A couple of years ago, I was working as a certified nursing assistant in a nursing home. One day, I decided to stay beyond my usual evening shift into the night shift, as I had a few times before. While working the night shift, I was violently sexually assaulted by a fellow . The incident caused me to be so traumatized that I quit that job within the next few days.Although I reported the co-worker to my boss, they did next to nothing about it. I also reported him to the police, but as far as I know, nothing has been done. I moved on to doing in-home care and then to an assisted living facility.I have recently taken a higher-paying  position in another nursing home. This nursing home has so many similarities to the former one that I find myself having anxiety attacks, flashbacks and the feeling of constantly having to watch my back. I'm extremely uncomfortable here and constantly feel afraid to go to work. My husband has a hard time understanding the effects of such a traumatizing event, so I have a difficult time getting sympathy from him.I really want to quit this job. I'm under so much mental and emotional stress that I feel like it's ruining me. At the same time, we need the money, and I wonder if I should just push through and stick with it. If I quit, I'm afraid my husband won't fully understand why I couldn't just stay at the job, and it may cause conflict as well as financial stress. Should I quit and find a place that's less of a trigger or stick it out? --       You should have received counseling after your assault to help you get past these triggers, which even if you quit this job may continue to occur in other environments. Before making this decision, please consult a licensed therapist who specializes in treating patients who suffer from .Although my impulse is to advise you to quit ""stat,"" because of your husband's inability to understand what you have gone through, a mental health professional may be able to help him understand why you may need to work in in-home care or an assisted living facility rather than for this employer."
11,2019-09-5,"  After 47 years of friendship, my friend ghosted me. This had never happened before, so I was left feeling very confused and sad. A year later, I accidentally dialed her number, and she answered. We talked as if no time had passed.She told me I had hurt her feelings. It wasn't intentional, and I apologized. Some time later, she told me she'd call me back, but she didn't. I clearly recall our last conversation, and I didn't say anything that would've hurt her.It has been two years, and I haven't attempted to contact her since. Should I reach out to her again or consider this friendship over? -- , ,    This friendship has run its course, for whatever reason. However, abrupt changes in personality and behavior can be a symptom of serious illness in older people. In light of the fact that you have known this woman for nearly 50 years, and you still care about her, you might want to check with one of her relatives to be sure she's all right."
12,2019-09-6,"  I am a 47-year-old woman, married to the love of my life for seven years. Three years ago, my husband's cousin and her mother told him they didn't like me and didn't want me around. I only found out about it two years ago.I feel humiliated, and it's uncomfortable for me to be around any of them now. I don't get invited most of the time, and that's  with my husband! I want him to address and resolve it, but he hasn't and won't. In addition, we have had some major marital issues.I want him to stand up for me, for us and for our marriage. I haven't done anything wrong, but I feel like I'm being punished because he won't take a stand. He and his family have swept the whole thing under the rug for so long that neither of us knows what to do next. Please kindly advise. --       You say you and your husband have had major marital issues. Did the two of you receive counseling to resolve them, or were they, too, swept under the rug? I think some sessions with a licensed marriage and family counselor might be helpful.I am not saying your husband should fight your battles for you, but ignoring this problem is not helping your marriage. He has to find the courage to tell these relatives that if they have a problem with you, they should address it with you. If he doesn't, you should approach them directly.He should have told his aunt and his cousin the two of you are a team three years ago. If he doesn't have enough starch in his spine to do that, it will eventually destroy your marriage."
13,2019-09-6,"  My boyfriend, ""Marcus,"" and I recently adopted an adorable rescue puppy, ""Daisy."" She was supposed to be mostly my boyfriend's dog because I work a demanding full-time job, and I have a cat that lives with us. Marcus has always been a dog person, but I enjoy them, too.The problem is, Daisy has taken a liking to me. When I'm home, she follows me everywhere. I suspect, due to her behavior, that she may have been mistreated by men previously, but nonetheless, Marcus is extremely hurt. He won't take her outside if I'm home, and he doesn't try to play with her or train her. Every time she rejects him in any way, he takes it personally.We signed Daisy up for a puppy training class. He participated for about five minutes before giving up and handing me the leash during the first lesson. How do I get my boyfriend to stop taking our puppy's behavior so personally? I should note, we went through this when my cat didn't like him at first, but they are on good terms now. --      It has been my experience that dogs respond more positively to the person who regularly feeds, exercises and plays with them and shows them affection, than to a partner who remains passive. The more Marcus withdraws from Daisy, the more pronounced her attachment to you will become. Urge him to discuss this with the dog trainer, so perhaps the situation can be put right.Caveat: If this is the way your boyfriend reacts to perceived rejection, I'd think twice about starting a family with him if I were you."
14,2019-09-7,"  My mother, who is in her late 60s, is obsessed with family history and preserving attachments to relatives. In addition to being the family genealogist, she collects objects that belonged to relatives or people who ""might"" have been relatives, those who share our last name or lived in the same small town as our ancestors.Her house is stuffed to the gills with furniture, books, legal documents, photos and the like. Each object has a story that goes with it. Every time I visit, she spends literally hours talking about the various histories of her things and tries to get me to recite what I was supposed to have learned during my previous visits.The thing is, I really don't care about any of it. Some of the antiques are nice, and photos of my grandparents are fun to look at, but the rest of it, I have no interest in.As she's getting older, my mother is becoming increasingly agitated about what will happen to her collection when she dies. For a while she was trying to give me some of the things. When she found out I gave away a vase she had given me, she just about flipped. Now she is trying to get me to agree to preserve her whole house the way it is and pass it down to my future children intact. Of course, I can't promise that.Should I pretend to agree with her plan so her anxiety level goes down? This disagreement has now overshadowed our relationship. I've tried to get her to see someone about her collecting habit and her anxiety, but she flat-out refused. --       You say your mother is the family genealogist, which implies there are more family members than just you. Young people today are far less interested in family heirlooms than in previous generations, and it wouldn't be surprising if your future children are no different. Suggest to your mother that she discuss with other relatives the option of giving them her collection to share with their children. But do not make any promises that you do not intend to keep."
15,2019-09-7,"  I'm a 22-year-old female college graduate who plans to further my education. I have never had a boyfriend or been kissed, although I've had casual crushes. I'm not interested in having a relationship in the near future, and I'm not certain I ever want to be in one. I have no idea how I would start one if I did.Sometimes I wonder if I were more physically attractive if it would be easier. I feel lonely, but at the same time, I'm happy being alone. Sometimes I'm not even sure about my sexual orientation. Is it normal not to know what one wants at my age? -- 'T   I  'T  Many people older than you have trouble figuring out what they want. You appear to be what is called a late bloomer. Because you are not interested in having a relationship, you should concentrate on your education for now. After you are enrolled, pay a visit to the student health center and inquire about counseling services. If you do, it will not only provide you with some insight but also give you a chance to get to know yourself better."
16,2019-09-8,"  I was a bit shocked when I read about the family who disposed of 17 casseroles they were given while they were grieving the loss of a loved one (""Enough Is Too Much,"" July 5). When my dad died, family flooded into our small town. We got casseroles, too, but more appreciated was the huge plastic container filled with all sorts of sandwiches we could grab when hungry.Someone else brought a 10-pound bag of coffee and creamers to go with it. Another brought restaurant gift cards, stamps and a box of thank-you notes. Years later, when our son died, many wonderful people gave money. Since he left two children, it was very much appreciated. --     Readers like you were eager to share their opinions -- and experiences -- regarding the tradition of delivering food to a grieving family. The responses were diverse and enlightening. The media provides so much coverage about hatred and violence. I was touched by the outpouring of kindness. Read on:  If you collect more casseroles than you can handle, why not consider taking them to a homeless shelter? Take them to seniors who aren't able to cook. Take them to a convalescent home or to a library that gives free lunches to the needy. Take them to a food bank. It's awful to throw good food away! --    , .  There's no reason to turn away loving gifts of food. Talk to a few neighbors and store some of the casseroles at their houses, letting them know it's  to enjoy them if you haven't picked them up in a day or two. Lots of people have extra refrigerators or freezers, so the food doesn't have to go to waste. --   ,   After my husband passed away, several people brought paper products (toilet paper, paper towels, napkins, facial tissue, paper plates and cups, trash sacks, etc.). I have done this for bereaved families as well. Because the family will have lots of people dropping in, a supply of these products will be used and do not need to be stored. A book of stamps in a sympathy card is also useful. --   , .  In my community, we have often organized a sign-up sheet for people to bring meals to a mourning family during a two-week period instead of bringing a casserole immediately. (We also do this in times of illness.) I think it's deeply appreciated and prevents the kind of waste described in ""Enough's"" letter. --    , .  No one should be putting casseroles down the disposal when they should be put into the trash if not shared with others. My concern is that water utilities across the country are being overwhelmed and at the breaking point because of waste inappropriately disposed through a city's water system. --   A !  We had a celebration of life for my husband in our home. Many people brought food, far more than our family could use. After folks left, we took the casseroles, boxes of chicken and desserts to our fire and police stations. The men and women there were thrilled. It was a good use of the food and a way to thank those who serve the community. --    , ."
17,2019-09-8,"  My mother, who is in her late 60s, is obsessed with family history and preserving attachments to relatives. In addition to being the family genealogist, she collects objects that belonged to relatives or people who ""might"" have been relatives, those who share our last name or lived in the same small town as our ancestors.Her house is stuffed to the gills with furniture, books, legal documents, photos and the like. Each object has a story that goes with it. Every time I visit, she spends literally hours talking about the various histories of her things and tries to get me to recite what I was supposed to have learned during my previous visits.The thing is, I really don't care about any of it. Some of the antiques are nice, and photos of my grandparents are fun to look at, but the rest of it, I have no interest in.As she's getting older, my mother is becoming increasingly agitated about what will happen to her collection when she dies. For a while she was trying to give me some of the things. When she found out I gave away a vase she had given me, she just about flipped. Now she is trying to get me to agree to preserve her whole house the way it is and pass it down to my future children intact. Of course, I can't promise that.Should I pretend to agree with her plan so her anxiety level goes down? This disagreement has now overshadowed our relationship. I've tried to get her to see someone about her collecting habit and her anxiety, but she flat-out refused. --       You say your mother is the family genealogist, which implies there are more family members than just you. Young people today are far less interested in family heirlooms than in previous generations, and it wouldn't be surprising if your future children are no different. Suggest to your mother that she discuss with other relatives the option of giving them her collection to share with their children. But do not make any promises that you do not intend to keep."
18,2019-09-9,"  My husband (my second, and I am his third wife) and I just returned from a fantastic trip throughout Asia. While removing a piece of luggage from the conveyor belt at  Airport, my husband's wedding ring flew off his finger. He glanced at and around the belt for about 12 seconds, shrugged his shoulders, turned and headed for the exit. I, and many of our fellow travelers, continued to look for it.I called out to him as he was walking away and said that we should probably notify someone and give them our information if it was found. His response was, ""Not worth it"" and a simple head shake, leaving most of us with dropped jaws.We celebrated our third wedding anniversary on that trip. We have been together for 14 years, and during that time, he proposed in several very romantic and loving ways. We had a delightful relationship up to the point of his losing the ring, but I realize now I was the only one who took the symbolism of our wedding rings seriously.I am hurt, disappointed and embarrassed by his actions. He says I'm overreacting and that he didn't want to wear one anyway. (I never asked or expected him to get one. He got it only because he had ""cashed in"" his former spouse's engagement and wedding ring set that she had left behind in a drawer.) What is your take on this matter? --       I do find it unusual that your husband made such a feeble attempt to find the ring. However, my take on this is you should -- if you are smart -- thank your higher power for the wonderful relationship you have shared with this man the last 14 years (married for three) and not ruin what you have by blowing this out of proportion. What you have with him is more precious than any tangible item -- the lost wedding band in particular. If he prefers not to replace it, let it go."
19,2019-09-9,"  My daughter-in-law is the only member of our extended local family who drinks alcohol. I think she may be an alcoholic. At family events she becomes nasty when she drinks, but she thinks she's clever and amusing.For the last 10 years I have kept my mouth shut and never mentioned it. Am I enabling? Should I say something to alert her to how she is coming across? Other family members feel the same as I do. -- -   - This woman is married to your son. How does he feel about this? One of the warning signs of an alcohol problem is a personality change when the person has been drinking. Not only should you point out to your daughter-in-law that she has a problem, but the relatives who feel as you do should approach her with you. It is called an ""intervention,"" and it should have happened years ago.There are programs that can help your daughter-in-law --  is one of several -- but only if she recognizes she has a problem. Al-Anon is a resource for friends and family who are affected by a loved one's drinking. Find it at al-anon.org and attend some meetings. You will find them enlightening.P.S. If you see her verbally abuse someone while she is drinking, don't stand quietly by. Say something."
20,2019-09-10,"  I have been married for 10 years and have two children. One of them is a toddler.I recently found out that my husband has been recording me with his phone at various times without my consent when we have heated arguments. He claims he does it to protect himself in the event that I try to have him arrested.Abby, there is no abuse in our marriage, and I have never threatened to call the police on him. I'm hurt and paranoid now. I don't even want to be in my own home. He claims to have deleted the files, but I don't trust him. Any advice would be helpful. --      If I ever heard of a couple needing marriage counseling, it is you two. The recording won't show what started the argument or what came after it, both of which are important. Please ask your doctor or health care provider for a referral to a licensed marital and family therapist. Go alone if your husband won't go with you.It appears your husband is playing mind games with you. And I'm also concerned about how this volatility is affecting your children. If something isn't done about it, it will destroy your marriage."
21,2019-09-10,"  I'm a 23-year-old man living in Texas. I am a college graduate and on my own now. My parents are very caring, but my father has an unhealthy obsession with me.He messages me multiple times a day. It never stops. I'm currently looking for teaching jobs, and he tries to intervene by looking for them for me. He's like a wasp that will not go away, and it is making me very uncomfortable. Even though I am an adult, he tries to tell me what to do and how to do it. I am so confused; please help me. --       Keep in mind that your father means well. He doesn't understand you are now an adult and don't need his interventions. Have a talk with both of your parents about this. Tell them your father's constant messaging is making you extremely uncomfortable. Ask him to please stop and warn them both that if he doesn't, you will be forced to block his communication and keep your distance from him."
22,2019-09-11,"  I'm a 39-year-old gay male who was in a relationship with a very attractive 44-year-old teacher. He never wanted to commit to a monogamous relationship.After 10 months of seeing each other, he informed me that he is about to enter into a relationship with a 22-year-old. He said it was nothing I did, but he is just attracted to younger guys when it comes to relationships. He also informed me that he will always be in my life and will never let me go. He said we could see each other secretly, but no more dates or public outings. I can see him only occasionally now, whenever the new boyfriend is working or out of town.I'm afraid not to go over when he calls because I'm in love with him. I'm afraid if I don't abide by the terms of the relationship he has set, he will disappear out of my life. It hurts to see him in a new relationship, while I beg and wait for time with him. What do I do in this situation? -- -   - I know what you are experiencing is painful, but if you have an ounce of self-esteem left, cut your losses and stop being this man's ""booty call."" To say the dynamics of this relationship are unhealthy for you would be an understatement.He thinks he will always be in your life because you will tolerate this awful status quo. The only thing he is prepared to give you is more of what you have been getting -- pain. Recognize that things don't always turn out as we would wish, get emotional support where you can find it -- from friends or a licensed therapist, if necessary -- and move on. Please."
23,2019-09-11,"  I am an adult in my mid-30s who has no contact with my biological father. My parents divorced shortly after I was born and shared custody of me. When I was staying with my father, he began molesting me. I told my mom because I knew something was not right. We went to court, he received very little jail time and was on probation for a short while after. After he went to court, I stopped all contact with him.He has tried a few times in recent years to have a relationship with me. He even went as far as contacting me when I was about to turn 15, demanding that I spend time with him. We went to court again, and I was granted a permanent restraining order against him.Now for my question: He is very ill. I still want nothing to do with him, for obvious reasons. I have an older brother who sees him and takes responsibility for his needs. Am I obligated to help with my father's needs, and should I have to pay for, plan and/or attend his funeral when the time comes? --      No! You are not legally or morally obligated to pay for your molester's care, and you do not have to attend his funeral unless you are doing it to get closure."
24,2019-09-12,"  My dad had a heart attack and nearly died a year ago. Since then, he has totally revamped his diet and put forth the effort to eat a plant-based diet to become healthier. It has been a family affair, and my sister jumped on the bandwagon as well.I have battled for years with an unhealthy relationship with both alcohol and food. I have been seeking help for my troubles. The more help I have received, the more I have come to realize my body dysmorphia issues come from my mom and sister and their constant talk about losing weight and being healthy. (Get this: When Mom isn't around my dad, she downs double cheeseburgers, and my sister can drain a bottle with the best of them.) Every single family event or dinner out there's a discussion about how my mom needs to lose weight or eat better or something.I want to support Dad, and other family members as well. How do I politely tell them I can no longer be around the constant ""lose weight"" talk or healthy food talk because it is hindering my own ability to heal and be happy with my body? And how do I tell a family of drinkers I'm no longer drinking? --      Congratulations on the lifestyle changes you are adopting. Change isn't easy, and how your family reacts to the new you will affect your relationship with all of them.Approach your mother and your sister privately. Explain that in the course of getting help for your own issues you have discovered that certain subjects are detrimental to your recovery, and you would appreciate it if they were not a topic of conversation when you are together.As to explaining your abstinence from alcohol to those who choose to imbibe, I do not think it is realistic to expect them to stop because you have chosen to. When drinks are offered, ask to be served something nonalcoholic. Many people do it these days, and it should not present a problem. If you are cajoled into having ""just one,"" you may then have to seriously curtail the time you spend with them."
25,2019-09-12,"  I have a friend I connect with on many different levels. It's amazing. But he's already in a relationship. He tells me he loves me and doesn't ever want to lose me, but he never talks about leaving her. He says things will naturally work themselves out.Although he says he isn't trying to have his cake and eat it too, that is exactly how it feels at times. I'm confused about what to do. My heart and my head are at odds. Please give me some advice that will help me settle my inner self. --       As it stands, your friend has two women, and you have half a man. He may love you, but if he was  love with you, he would end the relationship with his girlfriend. He never talks about leaving her because he doesn't intend to rock the boat.I know the idea of breaking things off is painful, but while you have romantic feelings for this person, you won't be free to find anybody else. You deserve someone who is willing to make the same kind of commitment to you that you are willing to make to him. Repeat that to yourself daily until he's out of your system."
26,2019-09-13,"  I'm watching the slow-motion destruction of a childhood friend on Facebook. There is substance abuse, infidelity, divorce, the whole lot. It hurts.He recently admitted that he has struggled with depression for years, but insists he isn't interested in seeing a doctor or a counselor. It sounds like he's been burned in the past. I know I can't do anything until he asks for help, but I intend to be there when he does. What resources are available for someone who is clinically depressed and self-medicating? --        Support groups for people who are depressed and/or have emotional issues exist. But to join one, the person must admit there is a problem and help is needed. Because your friend is resistant to the idea of professional help, you might suggest a group called Emotions Anonymous. It was started in 1971, and its mission is to help people who are experiencing emotional difficulties. It offers chat, Skype and phone meetings as well as in-person groups. If you would like more information, you can find it at emotionsanonymous.org."
27,2019-09-13,"  I have been dating this woman for a few years. We aren't in a committed relationship, but she wants me exclusively to herself. She's a very jealous type, and a comment she made took me over the edge.She told me that my late wife's picture should only be displayed in my children's room, and that I'm still holding onto her, which is preventing me from moving forward with any woman. I will never remove any pictures of my children's mother out of respect not only for my departed loved one but for my children as well. What do you think of this? --     If you keep a photo of your late wife next to your bed, I can see how it might bother someone you have been dating for a few years -- particularly if you haven't made a commitment to her. That said, if displaying a picture of your wife in a public room of your home is so threatening to this woman that she would make the kind of scene you describe, it may be time to replace her with someone who is less easily threatened."
28,2019-09-14,"  I'm having trouble with a friend, ""Julie."" We have been close friends for about five years. Julie is 29, still a virgin and lives at home. I never thought much about her living at home but, as the years go by, her living arrangements have become more front and center.I'm in a meaningful relationship and recently bought my first home (on my own). Julie shows no interest in dating or moving out of her parents' home. She says living at home is a ""cultural"" thing, and most people within her culture move out when they get married. At the rate she is ""dating,"" she will never move out.Her constant complaints about her job, money and wanting a place of her own are getting annoying. She says moving out would be ""tedious"" because she would then have to budget her money and wouldn't be able to spend freely. She doesn't cook, clean or do anything to help out around the house. Her stay-at-home mother does everything.I like Julie. She's a sweet, fun and attractive girl. I know she can live her life as she pleases (and for as long as her parents allow her to live there), but I'm getting tired of seeing her miss out on fun and challenging life chapters. I don't know how to respond when she makes pathetic excuses about why she doesn't travel more, move out, date, etc. I find myself wanting to avoid her lately.How should I respond when she complains about things she has the power to change? I know I could tell it to her ""like it is,"" but I also know it would end our friendship. Is there a better mindset I could have about someone like her? --     You cannot change another person. When Julie complains about things she has the power to change, your response should be that she can change them if she puts her mind to it. Understand that you can't live Julie's life for her, so appreciate her for the good qualities in her that you admire.As to your mindset, recognize that your life is changing. As yours progresses because of circumstances -- marriage, children, etc. -- you and Julie may have less in common and grow apart. That's life."
29,2019-09-14,"  For months I have been trying to convince my family (I am under 18) to allow me to go onto the pill. No matter how I explain it to them, they always find a way to refuse or put it off. Doctors and therapists have also talked to them, but they refuse to budge. I have started becoming sexually active, and the pill would decrease the stress of becoming pregnant. What should I do? --    Because you didn't mention in your letter your age or whether you have a steady boyfriend, your parents may be worried that giving their permission will signal approval of your sexual activity. However, in most states teens are allowed to get birth control at their nearest Planned Parenthood Health Center or from their doctor without parental permission. Because you are concerned about being safe, go online, do some research and find out for yourself. But keep in mind that the pill will not protect you from getting an ."
30,2019-09-15,"  I'm a man in my mid-70s, and I'm beginning to understand why some old people are annoying cranks. It has something to do with the nearly constant physical, emotional and spiritual pain. (And if you're not sleeping well as a result, that only makes things worse.)My body is breaking down, and something hurts all the time. My wife died some years ago, other loved ones are gone as well, and my grief is an unending process. I know my remaining time here is limited, and I'm not sure I want to depart the only life I've known for an uncertain future.I have started alienating friends and others by the things I say, and I didn't used to be this way. There's no excuse for this, of course, but what I'm saying is, there are reasons. And yet, some people age gracefully. My question is, how do they do it? --     It is extremely important that you speak to your doctor about everything you are experiencing. Your unending grief might be lessened if you discuss it with a licensed mental health provider.It's true that not everyone ages physically at the same rate. Some individuals start preparing in their 40s and 50s for the later stages of life by eating healthier and exercising. The saying ""use it or lose it"" has a lot of truth to it. Muscles that don't move tend to freeze up and cause pain.Volunteering is a wonderful way to stay busy, active and focus on others, and volunteers are needed in every community. Please consider what I have written, and let me know how you are doing in six months. I care."
31,2019-09-15,"  I met and married my husband 20 years ago. Twelve years ago, we had a child. Since then, I have felt like a single parent.I think things were always this way, but I didn't notice as much until we had a child. My husband has a good heart, and I know he loves us, but he rarely spends time with us. He works long hours in retail and chooses to spend his off hours with others and without us. He loves people and is quite a social butterfly.He can go days without speaking to us, and is content most nights with kissing our daughter goodnight after she has already gone to sleep. He makes plans and decisions on his own -- without me -- including about money matters.Am I overreacting when I complain? I'm contemplating a divorce because I need more than a part-timer for a mate. --     Overreacting? Frankly, I am surprised that it has taken you this long to write to me. The person you married appears to be totally detached and more of a roommate than a husband. That he goes for days without speaking to you and your child is emotional cruelty.Spouses are supposed to socialize together -- at least most of the time -- and make financial decisions together. The only positive you've mentioned is that he's the family's bread-winner.That you are contemplating divorce isn't surprising. Your husband left you behind emotionally more than a decade ago. Consult an attorney and familiarize yourself with as much financial information as possible before making any announcements."
